system,condition,verdict,occurrences,first_location,scope_judgement
Rheumatology and Musculoskeletal,Metatarsal fracture,OWNS ENTRY,2,11_03_Ortho_-_Hand_and_Foot.md#Metatarsal fracture,covered - owns an entry
Rheumatology and Musculoskeletal,Myositis ossificans,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Rheumatology and Musculoskeletal,Nightstick fracture,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Rheumatology and Musculoskeletal,Oblique fracture,MENTIONED,3,,named in prose only - not individually verified
Rheumatology and Musculoskeletal,Open fracture,OWNS ENTRY,3,11_01_Ortho_-_Orthopaedic_Emergencies.md#Open fractures,covered - owns an entry
Rheumatology and Musculoskeletal,Osgood-Schlatter disease,OWNS ENTRY,0,11_10_Ortho_-_Paediatric_Orthopaedics.md#Osgood-Schlatter disease,covered - owns an entry
Rheumatology and Musculoskeletal,Patellar dislocation,ABSENT,0,weak-signal:dislocation=30,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Rheumatology and Musculoskeletal,Patellar fracture,ABSENT,0,weak-signal:Patellar=1,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Rheumatology and Musculoskeletal,Patellar tendon rupture,ABSENT,0,weak-signal:Patellar=1,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Rheumatology and Musculoskeletal,Posterior cruciate ligament tear,ABSENT,0,weak-signal:Posterior=98,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Rheumatology and Musculoskeletal,Proximal humeral fracture,MENTIONED,2,,named in prose only - not individually verified
Rheumatology and Musculoskeletal,Quadriceps tendon rupture,ABSENT,0,weak-signal:Quadriceps=2,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Rheumatology and Musculoskeletal,Radial head fracture,ABSENT,0,weak-signal:fracture=300,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Rheumatology and Musculoskeletal,Radius shaft fracture,ABSENT,0,weak-signal:fracture=300,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Rheumatology and Musculoskeletal,Rectus sheath hematoma,MENTIONED,2,,named in prose only - not individually verified
Rheumatology and Musculoskeletal,Rolando fracture,ABSENT,0,weak-signal:fracture=300,"GAP: zero hits; the comminuted counterpart of Bennett, same asymmetry"
Rheumatology and Musculoskeletal,Scaphoid fracture,OWNS ENTRY,1,11_03_Ortho_-_Hand_and_Foot.md#Scaphoid fracture,covered - owns an entry
Rheumatology and Musculoskeletal,Segmental fracture,MENTIONED,1,,named in prose only - not individually verified
Rheumatology and Musculoskeletal,Shoulder dislocation,OWNS ENTRY,3,11_02_Ortho_-_Upper_Limb__Shoulder__Elbow__Distal_Radius_Fractures_.md#Shoulder dislocation,covered - owns an entry
Rheumatology and Musculoskeletal,SLAP lesion,OWNS ENTRY,1,11_02_Ortho_-_Upper_Limb__Shoulder__Elbow__Distal_Radius_Fractures_.md#Shoulder labral tear (including SLAP lesion),covered - owns an entry
Rheumatology and Musculoskeletal,Smith's fracture,OWNS ENTRY,2,11_02_Ortho_-_Upper_Limb__Shoulder__Elbow__Distal_Radius_Fractures_.md#Smith's fracture,covered - owns an entry
Rheumatology and Musculoskeletal,Spiral fracture,MENTIONED,2,,named in prose only - not individually verified
Rheumatology and Musculoskeletal,Spondylolysis,IN A TAUGHT SECTION,2,04_Neurology.md#Diabetic Neuropathy,covered - named inside a teaching entry
Rheumatology and Musculoskeletal,Sprain,OWNS ENTRY,6,11_05_Ortho_-_Knee_and_Ankle.md#Ankle sprains,covered - owns an entry
Rheumatology and Musculoskeletal,Stener lesion,ABSENT,0,,GAP: zero hits; the finding that makes a gamekeeper's thumb surgical
Rheumatology and Musculoskeletal,Strain,IN A TAUGHT SECTION,17,01_Cardiovascular.md#0.29 Pulmonary Embolism (PE),covered - named inside a teaching entry
Rheumatology and Musculoskeletal,Stress fracture,IN A TAUGHT SECTION,8,11_03_Ortho_-_Hand_and_Foot.md#Metatarsal fracture,covered - named inside a teaching entry
Rheumatology and Musculoskeletal,Subluxation,IN A TAUGHT SECTION,6,05_Ophthalmology.md#Thyroid Eye Disease,covered - named inside a teaching entry
Rheumatology and Musculoskeletal,Subtrochanteric fracture,MENTIONED,1,,named in prose only - not individually verified
Rheumatology and Musculoskeletal,Supracondylar fracture,OWNS ENTRY,3,11_02_Ortho_-_Upper_Limb__Shoulder__Elbow__Distal_Radius_Fractures_.md#Supracondylar fracture of the humerus,covered - owns an entry
Rheumatology and Musculoskeletal,Talar fracture,ABSENT,0,weak-signal:fracture=300,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Rheumatology and Musculoskeletal,Tendinitis,OWNS ENTRY,0,11_05_Ortho_-_Knee_and_Ankle.md#Tendinitis,covered - owns an entry
Rheumatology and Musculoskeletal,Thoracic outlet syndrome,ABSENT,0,weak-signal:Thoracic=25,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Rheumatology and Musculoskeletal,Tibial plateau fracture,ABSENT,0,weak-signal:fracture=300,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Rheumatology and Musculoskeletal,Tibial shaft fracture,ABSENT,0,weak-signal:fracture=300,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Rheumatology and Musculoskeletal,Torus fracture,ABSENT,0,weak-signal:fracture=300,COVERED-SYNONYM: greenstick/torus/buckle content
Rheumatology and Musculoskeletal,Translational fracture,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Rheumatology and Musculoskeletal,Transverse fracture,IN A TAUGHT SECTION,3,11_02_Ortho_-_Upper_Limb__Shoulder__Elbow__Distal_Radius_Fractures_.md#Colles' fracture,covered - named inside a teaching entry
Rheumatology and Musculoskeletal,Ulna shaft fracture,IN A TAUGHT SECTION,3,11_02_Ortho_-_Upper_Limb__Shoulder__Elbow__Distal_Radius_Fractures_.md#Monteggia's fracture,covered - named inside a teaching entry
Rheumatology and Musculoskeletal,Vertebral compression fractures,ABSENT,0,weak-signal:compression=118,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Rheumatology and Musculoskeletal,Volkmann's contracture,ABSENT,0,weak-signal:contracture=11,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Rheumatology and Musculoskeletal,Volkmann's ischemic contracture,IN A TAUGHT SECTION,1,11_02_Ortho_-_Upper_Limb__Shoulder__Elbow__Distal_Radius_Fractures_.md#Supracondylar fracture of the humerus,covered - named inside a teaching entry
Rheumatology and Musculoskeletal,Whiplash-Associated Disorders,ABSENT,0,weak-signal:Associated=471,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Rheumatology and Musculoskeletal,Arthritis,OWNS ENTRY,121,11_01_Ortho_-_Orthopaedic_Emergencies.md#Septic arthritis,covered - owns an entry
Rheumatology and Musculoskeletal,Arthritis of the hip,ABSENT,0,weak-signal:Arthritis=108,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Rheumatology and Musculoskeletal,Ankle ligamentous injury,ABSENT,0,weak-signal:ligamentous=1,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Rheumatology and Musculoskeletal,Anterior cruciate ligament tear,ABSENT,0,weak-signal:Anterior=108,"COVERED-SYNONYM: ACL, 20 uses"
Rheumatology and Musculoskeletal,Anterior Shoulder Dislocation,IN A TAUGHT SECTION,2,11_02_Ortho_-_Upper_Limb__Shoulder__Elbow__Distal_Radius_Fractures_.md#Shoulder labral tear (including SLAP lesion),covered - named inside a teaching entry
Rheumatology and Musculoskeletal,Anaphylactic Shock,IN A TAUGHT SECTION,3,01_Cardiovascular.md#0.20.3 Distributive shock,covered - named inside a teaching entry
Rheumatology and Musculoskeletal,Anaphylaxis,OWNS ENTRY,47,09_01_Dermatology_-_Dermatological_Emergencies.md#Anaphylaxis,covered - owns an entry
Rheumatology and Musculoskeletal,Behcet's Disease,IN A TAUGHT SECTION,4,05_Ophthalmology.md#Anterior Uveitis,covered - named inside a teaching entry
Rheumatology and Musculoskeletal,Caplan's syndrome,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Rheumatology and Musculoskeletal,Dermatomyositis (DMM),OWNS ENTRY,8,12_03_Rheum_-_Connective_Tissue_Diseases__SLE__Systemic_Sclerosis__Dermatomyositis__Polymyositis__Sjogren_.md#Dermatomyositis,covered - owns an entry
Rheumatology and Musculoskeletal,DRESS Syndrome,IN A TAUGHT SECTION,2,09_01_Dermatology_-_Dermatological_Emergencies.md#Cutaneous Drug Eruptions (Overview and Spectrum),covered - named inside a teaching entry
Rheumatology and Musculoskeletal,Enteropathic arthritis (EA),ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Rheumatology and Musculoskeletal,Heerfordt-Waldenstrom syndrome,ABSENT,0,weak-signal:Waldenstrom=1,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Rheumatology and Musculoskeletal,Henoch-Schonlein Purpura,OWNS ENTRY,8,12_04_Rheum_-_Vasculitis.md#Henoch-Schönlein purpura (HSP),covered - owns an entry
Rheumatology and Musculoskeletal,IgA vasculitis,OWNS ENTRY,5,"15_14_Paeds_-_Anaemia__Sickle_Cell__Hereditary_Spherocytosis__HSP.md#Henoch-Schönlein purpura (HSP, IgA vasculitis)",covered - owns an entry
Rheumatology and Musculoskeletal,Lofgren's syndrome,IN A TAUGHT SECTION,2,09_08_Dermatology_-_Miscellaneous.md#Erythema nodosum,covered - named inside a teaching entry
Rheumatology and Musculoskeletal,Lupus,OWNS ENTRY,26,07_Renal_Medicine_and_Urology.md#Lupus Nephritis,covered - owns an entry
Rheumatology and Musculoskeletal,Microangiopathic polyangiitis (MPA),MENTIONED,2,,named in prose only - not individually verified
Rheumatology and Musculoskeletal,Microscopic polyangiitis,OWNS ENTRY,8,12_04_Rheum_-_Vasculitis.md#Microscopic polyangiitis,covered - owns an entry
Rheumatology and Musculoskeletal,Polyarteritis nodosa (PAN),OWNS ENTRY,4,12_04_Rheum_-_Vasculitis.md#Polyarteritis nodosa (PAN),covered - owns an entry
Rheumatology and Musculoskeletal,Sarcoidosis,OWNS ENTRY,27,02_Respiratory.md#Sarcoidosis,covered - owns an entry
Systemic and Miscellaneous,Cloacal Exstrophy,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Systemic and Miscellaneous,Congenital Abnormalities,IN A TAUGHT SECTION,2,16_08-09_Antenatal_and_Perinatal_Problems.md#Small for gestational age (SGA),covered - named inside a teaching entry
Systemic and Miscellaneous,Congenital stenosis,ABSENT,0,weak-signal:stenosis=76,UMBRELLA LABEL - not a condition an entry could own
Systemic and Miscellaneous,Bladder and Bowel Dysfunction,ABSENT,0,weak-signal:Dysfunction=152,UMBRELLA LABEL - not a condition an entry could own
Systemic and Miscellaneous,Cyst,OWNS ENTRY,89,09_08_Dermatology_-_Miscellaneous.md#Epidermoid (Sebaceous) Cyst,covered - owns an entry
Systemic and Miscellaneous,Fever of Unknown Origin,OWNS ENTRY,4,08_09_Infectious_Disease_-_Miscellaneous.md#Pyrexia of unknown origin (PUO) / Fever of unknown origin (FUO),covered - owns an entry
Systemic and Miscellaneous,Lymphangioleiomyomatosis (LAM),IN A TAUGHT SECTION,1,04_Neurology.md#Tuberous Sclerosis,covered - named inside a teaching entry
Systemic and Miscellaneous,a1-antitrypsin deficiency,IN A TAUGHT SECTION,2,02_Respiratory.md#COPD,covered - named inside a teaching entry
Systemic and Miscellaneous,Ataxia telangiectasia,ABSENT,0,weak-signal:telangiectasia=12,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Systemic and Miscellaneous,Carpenter's syndrome,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Systemic and Miscellaneous,CHARGE syndrome,ABSENT,0,,"OUT OF SCOPE at intern/RMO level (classified by rule, not individually verified - named fracture patterns and eponyms, tumour subtypes, congenital dysmorphology, non-endemic tropical infection, single-gene disorders)"
Systemic and Miscellaneous,Cystic Fibrosis (CF),OWNS ENTRY,13,02_Respiratory.md#Cystic Fibrosis,covered - owns an entry
Systemic and Miscellaneous,Ehlers-Danlos syndrome,IN A TAUGHT SECTION,2,01_Cardiovascular.md#0.35.5 Aortic Dissection,covered - named inside a teaching entry
Systemic and Miscellaneous,Hemochromatosis,OWNS ENTRY,18,03_Gastrointestinal.md#Haemochromatosis,covered - owns an entry
